Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2023-141355,09/25/2023,09/30/2023,Standard Class,BF-11005
US-2023-112914,09/25/2023,09/30/2023,Standard Class,MT-18070
US-2023-112914,09/25/2023,09/30/2023,Standard Class,MT-18070
US-2023-112914,09/25/2023,09/30/2023,Standard Class,MT-18070
US-2023-132451,09/26/2023,09/27/2023,First Class,KF-16285
US-2023-151925,09/26/2023,10/01/2023,Second Class,KT-16465
US-2023-144974,09/26/2023,09/30/2023,Standard Class,CM-12715
US-2023-144974,09/26/2023,09/30/2023,Standard Class,CM-12715
US-2023-115133,09/26/2023,09/30/2023,Standard Class,DA-13450
US-2023-164385,09/26/2023,10/01/2023,Second Class,NB-18580
US-2023-144974,09/26/2023,09/30/2023,Standard Class,CM-12715
US-2023-152723,09/26/2023,09/26/2023,Same Day,HG-14965
US-2023-115133,09/26/2023,09/30/2023,Standard Class,DA-13450
US-2023-132451,09/26/2023,09/27/2023,First Class,KF-16285
US-2023-127586,09/26/2023,09/30/2023,Standard Class,CS-12400
US-2023-115133,09/26/2023,09/30/2023,Standard Class,DA-13450
US-2023-115049,09/26/2023,10/01/2023,Standard Class,MM-17920
US-2023-133130,09/27/2023,10/01/2023,Standard Class,TH-21100
US-2023-120887,09/27/2023,10/03/2023,Standard Class,TS-21205
US-2023-133130,09/27/2023,10/01/2023,Standard Class,TH-21100
US-2023-114335,09/28/2023,10/03/2023,Standard Class,XP-21865
US-2023-125136,09/28/2023,10/03/2023,Standard Class,KD-16495
US-2023-125136,09/28/2023,10/03/2023,Standard Class,KD-16495
US-2023-107153,09/28/2023,10/03/2023,Standard Class,GZ-14545
CA-2023-107153,09/28/2023,10/03/2023,Standard Class,GZ-14545
US-2023-124856,09/29/2023,10/03/2023,Second Class,LD-17005
US-2023-126683,09/29/2023,10/01/2023,Second Class,PP-18955
US-2023-146969,09/29/2023,10/03/2023,Standard Class,AP-10915
US-2023-126683,09/29/2023,10/01/2023,Second Class,PP-18955
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-111962,09/29/2023,10/04/2023,Standard Class,EB-14170
US-2023-146969,09/29/2023,10/03/2023,Standard Class,AP-10915
US-2023-124856,09/29/2023,10/03/2023,Second Class,LD-17005
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-124856,09/29/2023,10/03/2023,Second Class,LD-17005
US-2023-146969,09/29/2023,10/03/2023,Standard Class,AP-10915
US-2023-111962,09/29/2023,10/04/2023,Standard Class,EB-14170
US-2023-124856,09/29/2023,10/03/2023,Second Class,LD-17005
US-2023-146969,09/29/2023,10/03/2023,Standard Class,AP-10915
US-2023-122931,09/29/2023,10/03/2023,Standard Class,SM-20950
US-2023-146969,09/29/2023,10/03/2023,Standard Class,AP-10915
US-2023-159478,09/30/2023,10/06/2023,Standard Class,MH-17785
US-2023-140886,09/30/2023,10/04/2023,Standard Class,KW-16570
US-2023-141649,09/30/2023,09/30/2023,Same Day,DM-12955
US-2023-137351,09/30/2023,10/04/2023,Standard Class,DB-13615
US-2023-102008,09/30/2023,10/04/2023,Standard Class,RA-19915
US-2023-167633,09/30/2023,10/05/2023,Standard Class,BW-11200
US-2023-132745,10/01/2023,10/05/2023,Standard Class,NF-18475
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-108189,10/02/2023,10/05/2023,First Class,ES-14080
US-2023-157882,10/03/2023,10/08/2023,Second Class,AR-10405
US-2023-153976,10/03/2023,10/08/2023,Second Class,BP-11290
US-2023-120775,10/03/2023,10/07/2023,Standard Class,RD-19930
US-2023-157882,10/03/2023,10/08/2023,Second Class,AR-10405
US-2023-155817,10/03/2023,10/09/2023,Standard Class,SL-20155
US-2023-108903,10/03/2023,10/03/2023,Same Day,DO-13435
US-2023-120775,10/03/2023,10/07/2023,Standard Class,RD-19930
US-2023-108903,10/03/2023,10/03/2023,Same Day,DO-13435
US-2023-120775,10/03/2023,10/07/2023,Standard Class,RD-19930
US-2023-120775,10/03/2023,10/07/2023,Standard Class,RD-19930
US-2023-120775,10/03/2023,10/07/2023,Standard Class,RD-19930
US-2023-155817,10/03/2023,10/09/2023,Standard Class,SL-20155
US-2023-108903,10/03/2023,10/03/2023,Same Day,DO-13435
US-2023-166891,10/04/2023,10/06/2023,First Class,CC-12220
US-2023-153479,10/04/2023,10/08/2023,Standard Class,DF-13135
US-2023-102085,10/04/2023,10/09/2023,Standard Class,JD-16015
US-2023-153479,10/04/2023,10/08/2023,Standard Class,DF-13135
US-2023-152422,10/05/2023,10/10/2023,Second Class,BD-11635
US-2023-152233,10/05/2023,10/06/2023,First Class,KH-16510
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
CA-2023-131807,10/05/2023,10/10/2023,Standard Class,GG-14650
US-2023-132542,10/06/2023,10/08/2023,Second Class,AM-10360
US-2023-110611,10/06/2023,10/13/2023,Standard Class,JD-16015
US-2023-109680,10/06/2023,10/09/2023,First Class,VP-21760
US-2023-134677,10/06/2023,10/10/2023,Standard Class,XP-21865
US-2023-117429,10/07/2023,10/13/2023,Standard Class,MR-17545
US-2023-132801,10/07/2023,10/12/2023,Standard Class,JG-15805
US-2023-119977,10/08/2023,10/13/2023,Second Class,DN-13690
US-2023-142951,10/08/2023,10/08/2023,Same Day,JG-15115
US-2023-138240,10/09/2023,10/14/2023,Standard Class,SJ-20500
US-2023-137911,10/09/2023,10/15/2023,Standard Class,BP-11095
US-2023-138240,10/09/2023,10/14/2023,Standard Class,SJ-20500
US-2023-140403,10/10/2023,10/10/2023,Same Day,TN-21040
US-2023-150329,10/10/2023,10/14/2023,Standard Class,SD-20485
US-2023-134054,10/10/2023,10/10/2023,Same Day,FC-14335
US-2023-105137,10/10/2023,10/10/2023,Same Day,RB-19435
US-2023-103492,10/10/2023,10/15/2023,Standard Class,CM-12715
US-2023-103492,10/10/2023,10/15/2023,Standard Class,CM-12715
US-2023-140403,10/10/2023,10/10/2023,Same Day,TN-21040
US-2023-105137,10/10/2023,10/10/2023,Same Day,RB-19435
US-2023-103492,10/10/2023,10/15/2023,Standard Class,CM-12715
US-2023-103492,10/10/2023,10/15/2023,Standard Class,CM-12715
US-2023-157924,10/11/2023,10/13/2023,First Class,HA-14920
US-2023-116834,10/11/2023,10/16/2023,Standard Class,Dp-13240
US-2023-114314,10/11/2023,10/15/2023,Standard Class,DB-13555
US-2023-128538,10/11/2023,10/15/2023,Standard Class,AS-10240
US-2023-126571,10/11/2023,10/15/2023,Standard Class,JF-15565
US-2023-114314,10/11/2023,10/15/2023,Standard Class,DB-13555
US-2023-157924,10/11/2023,10/13/2023,First Class,HA-14920
US-2023-126571,10/11/2023,10/15/2023,Standard Class,JF-15565
US-2023-116834,10/11/2023,10/16/2023,Standard Class,Dp-13240
US-2023-139451,10/12/2023,10/16/2023,Standard Class,DN-13690
US-2023-139451,10/12/2023,10/16/2023,Standard Class,DN-13690
US-2023-154655,10/12/2023,10/17/2023,Standard Class,BP-11050
US-2023-164742,10/13/2023,10/18/2023,Second Class,ML-17395
US-2023-151995,10/13/2023,10/15/2023,First Class,ZC-21910
US-2023-151995,10/13/2023,10/15/2023,First Class,ZC-21910
US-2023-151995,10/13/2023,10/15/2023,First Class,ZC-21910
US-2023-132010,10/13/2023,10/15/2023,First Class,MA-17995
US-2023-123316,10/13/2023,10/17/2023,Standard Class,SP-20545
US-2023-164742,10/13/2023,10/18/2023,Second Class,ML-17395
US-2023-132010,10/13/2023,10/15/2023,First Class,MA-17995
US-2023-132010,10/13/2023,10/15/2023,First Class,MA-17995
US-2023-151995,10/13/2023,10/15/2023,First Class,ZC-21910
US-2023-132010,10/13/2023,10/15/2023,First Class,MA-17995
US-2023-151330,10/14/2023,10/17/2023,First Class,TC-21295
US-2023-163748,10/14/2023,10/18/2023,Standard Class,HG-15025
US-2023-151015,10/14/2023,10/20/2023,Standard Class,BD-11500
US-2023-146353,10/14/2023,10/16/2023,Second Class,JE-15610
US-2023-151015,10/14/2023,10/20/2023,Standard Class,BD-11500
US-2023-151015,10/14/2023,10/20/2023,Standard Class,BD-11500
US-2023-151330,10/14/2023,10/17/2023,First Class,TC-21295
US-2023-146353,10/14/2023,10/16/2023,Second Class,JE-15610
US-2023-151330,10/14/2023,10/17/2023,First Class,TC-21295
US-2023-163748,10/14/2023,10/18/2023,Standard Class,HG-15025
US-2023-122021,10/15/2023,10/17/2023,First Class,AC-10660
US-2023-143182,10/15/2023,10/20/2023,Standard Class,DL-12865
US-2023-122021,10/15/2023,10/17/2023,First Class,AC-10660
US-2023-109456,10/16/2023,10/17/2023,Same Day,LS-17245
US-2023-109456,10/16/2023,10/17/2023,Same Day,LS-17245
US-2023-103086,10/17/2023,10/19/2023,Second Class,EB-14170
US-2023-124394,10/17/2023,10/22/2023,Second Class,TB-21520
US-2023-124394,10/17/2023,10/22/2023,Second Class,TB-21520
US-2023-110408,10/18/2023,10/20/2023,Second Class,AS-10225
US-2023-115084,10/18/2023,10/22/2023,Standard Class,LS-17200
US-2023-143168,10/18/2023,10/23/2023,Second Class,IG-15085
US-2023-138450,10/18/2023,10/22/2023,Standard Class,EH-13765
US-2023-143168,10/18/2023,10/23/2023,Second Class,IG-15085
US-2023-138450,10/18/2023,10/22/2023,Standard Class,EH-13765
US-2023-110408,10/18/2023,10/20/2023,Second Class,AS-10225
US-2023-138450,10/18/2023,10/22/2023,Standard Class,EH-13765
US-2023-110408,10/18/2023,10/20/2023,Second Class,AS-10225
US-2023-155264,10/19/2023,10/22/2023,Second Class,RP-19270
US-2023-155264,10/19/2023,10/22/2023,Second Class,RP-19270
US-2023-155264,10/19/2023,10/22/2023,Second Class,RP-19270
US-2023-155264,10/19/2023,10/22/2023,Second Class,RP-19270
US-2023-117317,10/19/2023,10/19/2023,Same Day,JF-15490
US-2023-155264,10/19/2023,10/22/2023,Second Class,RP-19270
US-2023-100867,10/19/2023,10/24/2023,Standard Class,EH-14125
CA-2023-125388,10/19/2023,10/23/2023,Standard Class,MP-17965
CA-2023-125388,10/19/2023,10/23/2023,Standard Class,MP-17965
CA-2023-100867,10/19/2023,10/24/2023,Standard Class,EH-14125
US-2023-169684,10/20/2023,10/23/2023,First Class,FH-14365
US-2023-137092,10/20/2023,10/22/2023,Second Class,LS-16975
US-2023-137092,10/20/2023,10/22/2023,Second Class,LS-16975
US-2023-137092,10/20/2023,10/22/2023,Second Class,LS-16975
US-2023-169684,10/20/2023,10/23/2023,First Class,FH-14365
US-2023-146703,10/20/2023,10/25/2023,Second Class,PO-18865
US-2023-137092,10/20/2023,10/22/2023,Second Class,LS-16975
US-2023-137092,10/20/2023,10/22/2023,Second Class,LS-16975
US-2023-142587,10/21/2023,10/22/2023,First Class,TB-21520
US-2023-100916,10/21/2023,10/26/2023,Standard Class,FH-14275
US-2023-142587,10/21/2023,10/22/2023,First Class,TB-21520
US-2023-100916,10/21/2023,10/26/2023,Standard Class,FH-14275
US-2023-169852,10/21/2023,10/26/2023,Standard Class,SF-20965
US-2023-100916,10/21/2023,10/26/2023,Standard Class,FH-14275
US-2023-151967,10/22/2023,10/26/2023,Standard Class,NB-18580
US-2023-110072,10/22/2023,10/28/2023,Standard Class,MG-17680
US-2023-130729,10/24/2023,10/29/2023,Standard Class,AA-10375
US-2023-113047,10/24/2023,10/24/2023,Same Day,AP-10915
US-2023-108707,10/24/2023,10/29/2023,Standard Class,DB-12910
US-2023-139542,10/25/2023,10/29/2023,Standard Class,EH-14185
US-2023-158400,10/25/2023,10/28/2023,First Class,AH-10030
US-2023-139542,10/25/2023,10/29/2023,Standard Class,EH-14185
US-2023-162278,10/26/2023,10/30/2023,Second Class,AH-10585
US-2023-162278,10/26/2023,10/30/2023,Second Class,AH-10585
US-2023-148285,10/27/2023,11/01/2023,Standard Class,RD-19810
US-2023-148285,10/27/2023,11/01/2023,Standard Class,RD-19810
US-2023-101931,10/28/2023,10/31/2023,First Class,TS-21370
US-2023-101931,10/28/2023,10/31/2023,First Class,TS-21370
US-2023-101931,10/28/2023,10/31/2023,First Class,TS-21370
US-2023-101931,10/28/2023,10/31/2023,First Class,TS-21370
US-2023-101931,10/28/2023,10/31/2023,First Class,TS-21370
US-2023-107769,10/28/2023,11/01/2023,Standard Class,BT-11395
US-2023-166590,10/29/2023,11/02/2023,Standard Class,NC-18625
US-2023-166590,10/29/2023,11/02/2023,Standard Class,NC-18625
US-2023-154627,10/29/2023,10/31/2023,First Class,SA-20830
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-108609,10/31/2023,11/02/2023,Second Class,AJ-10780
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-145387,10/31/2023,11/02/2023,Second Class,AM-10705
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-106439,10/31/2023,11/04/2023,Standard Class,GG-14650
US-2023-167262,10/31/2023,11/03/2023,Second Class,AC-10450
US-2023-120313,10/31/2023,11/02/2023,Second Class,NL-18310
US-2023-114195,11/01/2023,11/03/2023,First Class,EA-14035
US-2023-137155,11/01/2023,11/05/2023,Standard Class,DL-12925
US-2023-137155,11/01/2023,11/05/2023,Standard Class,DL-12925
US-2023-139423,11/01/2023,11/05/2023,Standard Class,DG-13300
US-2023-102673,11/01/2023,11/05/2023,Standard Class,KH-16630
US-2023-134313,11/01/2023,11/07/2023,Standard Class,RA-19915
US-2023-152562,11/01/2023,11/08/2023,Standard Class,JO-15145
US-2023-114195,11/01/2023,11/03/2023,First Class,EA-14035
US-2023-114195,11/01/2023,11/03/2023,First Class,EA-14035
US-2023-102673,11/01/2023,11/05/2023,Standard Class,KH-16630
US-2023-102673,11/01/2023,11/05/2023,Standard Class,KH-16630
US-2023-168305,11/01/2023,11/08/2023,Standard Class,PL-18925
US-2023-126907,11/01/2023,11/08/2023,Standard Class,SM-20950
US-2023-137155,11/01/2023,11/05/2023,Standard Class,DL-12925
US-2023-168305,11/01/2023,11/08/2023,Standard Class,PL-18925
US-2023-152562,11/01/2023,11/08/2023,Standard Class,JO-15145
US-2023-148915,11/01/2023,11/05/2023,Standard Class,ND-18370
US-2023-148915,11/01/2023,11/05/2023,Standard Class,ND-18370
US-2023-134313,11/01/2023,11/07/2023,Standard Class,RA-19915
US-2023-102673,11/01/2023,11/05/2023,Standard Class,KH-16630
US-2023-107454,11/02/2023,11/06/2023,Standard Class,RD-19720
US-2023-129147,11/02/2023,11/06/2023,Standard Class,LC-17050
US-2023-107454,11/02/2023,11/06/2023,Standard Class,RD-19720
US-2023-115889,11/02/2023,11/06/2023,Standard Class,SH-20395
US-2023-134726,11/02/2023,11/07/2023,Second Class,SW-20755
US-2023-120670,11/02/2023,11/06/2023,Standard Class,JK-16120
US-2023-129147,11/02/2023,11/06/2023,Standard Class,LC-17050
US-2023-129147,11/02/2023,11/06/2023,Standard Class,LC-17050
US-2023-115889,11/02/2023,11/06/2023,Standard Class,SH-20395
US-2023-134726,11/02/2023,11/07/2023,Second Class,SW-20755
US-2023-148782,11/02/2023,11/07/2023,Standard Class,PO-18850
US-2023-165764,11/03/2023,11/07/2023,Standard Class,SH-20395
US-2023-165764,11/03/2023,11/07/2023,Standard Class,SH-20395
US-2023-153619,11/03/2023,11/03/2023,Same Day,TC-21535
US-2023-119529,11/03/2023,11/05/2023,Second Class,DM-13345
US-2023-121573,11/03/2023,11/07/2023,Standard Class,SG-20605
US-2023-165764,11/03/2023,11/07/2023,Standard Class,SH-20395
US-2023-121573,11/03/2023,11/07/2023,Standard Class,SG-20605
US-2023-146731,11/03/2023,11/08/2023,Standard Class,AT-10735
US-2023-146731,11/03/2023,11/08/2023,Standard Class,AT-10735
US-2023-165764,11/03/2023,11/07/2023,Standard Class,SH-20395
US-2023-137589,11/03/2023,11/08/2023,Standard Class,MS-17770
US-2023-155593,11/03/2023,11/08/2023,Standard Class,RP-19390
US-2023-124625,11/03/2023,11/07/2023,Standard Class,SP-20650
US-2023-121573,11/03/2023,11/07/2023,Standard Class,SG-20605
US-2023-164973,11/04/2023,11/09/2023,Standard Class,NM-18445
US-2023-149244,11/04/2023,11/08/2023,Standard Class,MS-17530
US-2023-125829,11/04/2023,11/11/2023,Standard Class,WB-21850
US-2023-121286,11/04/2023,11/08/2023,Second Class,ON-18715
US-2023-134187,11/04/2023,11/11/2023,Standard Class,TH-21235
US-2023-132227,11/04/2023,11/10/2023,Standard Class,SZ-20035
US-2023-125829,11/04/2023,11/11/2023,Standard Class,WB-21850
US-2023-121286,11/04/2023,11/08/2023,Second Class,ON-18715
US-2023-125829,11/04/2023,11/11/2023,Standard Class,WB-21850
US-2023-164973,11/04/2023,11/09/2023,Standard Class,NM-18445
US-2023-164973,11/04/2023,11/09/2023,Standard Class,NM-18445
US-2023-164973,11/04/2023,11/09/2023,Standard Class,NM-18445
US-2023-125829,11/04/2023,11/11/2023,Standard Class,WB-21850
US-2023-125829,11/04/2023,11/11/2023,Standard Class,WB-21850
US-2023-164973,11/04/2023,11/09/2023,Standard Class,NM-18445
US-2023-114377,11/05/2023,11/05/2023,Same Day,BG-11035
US-2023-109134,11/05/2023,11/10/2023,Standard Class,DE-13255
US-2023-114251,11/05/2023,11/10/2023,Standard Class,MD-17350
US-2023-114251,11/05/2023,11/10/2023,Standard Class,MD-17350
US-2023-114251,11/05/2023,11/10/2023,Standard Class,MD-17350
US-2023-114251,11/05/2023,11/10/2023,Standard Class,MD-17350
US-2023-133634,11/05/2023,11/10/2023,Standard Class,SR-20740
US-2023-114251,11/05/2023,11/10/2023,Standard Class,MD-17350
US-2023-120950,11/06/2023,11/11/2023,Standard Class,GA-14515
US-2023-159310,11/07/2023,11/12/2023,Standard Class,SC-20725
US-2023-120278,11/07/2023,11/12/2023,Standard Class,MS-17365
US-2023-139640,11/07/2023,11/11/2023,Second Class,TB-21595
US-2023-159310,11/07/2023,11/12/2023,Standard Class,SC-20725
US-2023-123498,11/07/2023,11/09/2023,First Class,TC-20980
US-2023-123323,11/07/2023,11/12/2023,Standard Class,LH-16900
US-2023-120278,11/07/2023,11/12/2023,Standard Class,MS-17365
US-2023-123498,11/07/2023,11/09/2023,First Class,TC-20980
US-2023-146990,11/07/2023,11/08/2023,First Class,BP-11095
US-2023-146990,11/07/2023,11/08/2023,First Class,BP-11095
US-2023-139640,11/07/2023,11/11/2023,Second Class,TB-21595
US-2023-120278,11/07/2023,11/12/2023,Standard Class,MS-17365
US-2023-120278,11/07/2023,11/12/2023,Standard Class,MS-17365
US-2023-159310,11/07/2023,11/12/2023,Standard Class,SC-20725
US-2023-126340,11/08/2023,11/14/2023,Standard Class,EB-13870
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-103219,11/09/2023,11/13/2023,Standard Class,BF-11215
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-144666,11/09/2023,11/11/2023,Second Class,JP-15520
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-121006,11/10/2023,11/16/2023,Standard Class,SC-20020
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-158372,11/10/2023,11/16/2023,Standard Class,RD-19900
US-2023-155796,11/11/2023,11/15/2023,Second Class,TS-21430
US-2023-163419,11/11/2023,11/14/2023,Second Class,TZ-21580
US-2023-105270,11/11/2023,11/18/2023,Standard Class,AP-10915
US-2023-140914,11/11/2023,11/15/2023,Standard Class,BH-11710
US-2023-140914,11/11/2023,11/15/2023,Standard Class,BH-11710
US-2023-155796,11/11/2023,11/15/2023,Second Class,TS-21430
US-2023-140732,11/11/2023,11/13/2023,Second Class,MA-17560
US-2023-128524,11/11/2023,11/13/2023,First Class,MZ-17515
US-2023-163419,11/11/2023,11/14/2023,Second Class,TZ-21580
US-2023-105270,11/11/2023,11/18/2023,Standard Class,AP-10915
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-128524,11/11/2023,11/13/2023,First Class,MZ-17515
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-143287,11/11/2023,11/17/2023,Standard Class,KN-16705
US-2023-140732,11/11/2023,11/13/2023,Second Class,MA-17560
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-143287,11/11/2023,11/17/2023,Standard Class,KN-16705
US-2023-105893,11/11/2023,11/18/2023,Standard Class,PK-19075
US-2023-143287,11/11/2023,11/17/2023,Standard Class,KN-16705
US-2023-128524,11/11/2023,11/13/2023,First Class,MZ-17515
US-2023-163419,11/11/2023,11/14/2023,Second Class,TZ-21580
US-2023-140732,11/11/2023,11/13/2023,Second Class,MA-17560
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-165309,11/11/2023,11/15/2023,Standard Class,KD-16270
US-2023-159618,11/12/2023,11/16/2023,Standard Class,DB-12970
US-2023-122609,11/12/2023,11/18/2023,Standard Class,DP-13000
US-2023-151295,11/12/2023,11/16/2023,Standard Class,JA-15970
US-2023-159618,11/12/2023,11/16/2023,Standard Class,DB-12970
US-2023-164910,11/12/2023,11/17/2023,Second Class,DM-13345
US-2023-151295,11/12/2023,11/16/2023,Standard Class,JA-15970
US-2023-159618,11/12/2023,11/16/2023,Standard Class,DB-12970
US-2023-151078,11/12/2023,11/12/2023,Same Day,RF-19840
US-2023-159618,11/12/2023,11/16/2023,Standard Class,DB-12970
US-2023-122609,11/12/2023,11/18/2023,Standard Class,DP-13000
US-2023-159618,11/12/2023,11/16/2023,Standard Class,DB-12970
US-2023-166989,11/14/2023,11/18/2023,Standard Class,RM-19675
US-2023-162362,11/14/2023,11/18/2023,Standard Class,JL-15505
US-2023-162362,11/14/2023,11/18/2023,Standard Class,JL-15505
US-2023-125556,11/14/2023,11/16/2023,Second Class,ML-17410
US-2023-161634,11/14/2023,11/20/2023,Standard Class,CC-12220
US-2023-166989,11/14/2023,11/18/2023,Standard Class,RM-19675
US-2023-151554,11/14/2023,11/15/2023,First Class,CM-11815
US-2023-125556,11/14/2023,11/16/2023,Second Class,ML-17410
US-2023-127558,11/15/2023,11/18/2023,First Class,SS-20410
US-2023-116407,11/15/2023,11/21/2023,Standard Class,JF-15190
US-2023-116407,11/15/2023,11/21/2023,Standard Class,JF-15190
US-2023-128888,11/15/2023,11/22/2023,Standard Class,PB-19105
US-2023-116407,11/15/2023,11/21/2023,Standard Class,JF-15190
US-2023-128622,11/15/2023,11/17/2023,Second Class,SC-20260
US-2023-127558,11/15/2023,11/18/2023,First Class,SS-20410
US-2023-127558,11/15/2023,11/18/2023,First Class,SS-20410
US-2023-119144,11/16/2023,11/18/2023,First Class,JD-16150
US-2023-139500,11/16/2023,11/20/2023,Standard Class,AB-10165
US-2023-147704,11/16/2023,11/21/2023,Standard Class,SR-20740
US-2023-147704,11/16/2023,11/21/2023,Standard Class,SR-20740
US-2023-160066,11/16/2023,11/22/2023,Standard Class,AH-10075
US-2023-147704,11/16/2023,11/21/2023,Standard Class,SR-20740
US-2023-147704,11/16/2023,11/21/2023,Standard Class,SR-20740
US-2023-119144,11/16/2023,11/18/2023,First Class,JD-16150
US-2023-149643,11/16/2023,11/20/2023,Standard Class,RH-19510
US-2023-119144,11/16/2023,11/18/2023,First Class,JD-16150
US-2023-128209,11/17/2023,11/22/2023,Standard Class,GT-14710
US-2023-145926,11/17/2023,11/21/2023,Standard Class,MP-17470
US-2023-159835,11/17/2023,11/24/2023,Standard Class,RB-19330
US-2023-119375,11/17/2023,11/22/2023,Standard Class,YC-21895
US-2023-140662,11/17/2023,11/19/2023,First Class,TS-21205
US-2023-119375,11/17/2023,11/22/2023,Standard Class,YC-21895
US-2023-128209,11/17/2023,11/22/2023,Standard Class,GT-14710
US-2023-130869,11/17/2023,11/21/2023,Standard Class,CB-12025
US-2023-159835,11/17/2023,11/24/2023,Standard Class,RB-19330
US-2023-140662,11/17/2023,11/19/2023,First Class,TS-21205
US-2023-101833,11/17/2023,11/22/2023,Second Class,FG-14260
US-2023-119375,11/17/2023,11/22/2023,Standard Class,YC-21895
US-2023-140662,11/17/2023,11/19/2023,First Class,TS-21205
US-2023-163468,11/18/2023,11/21/2023,First Class,JK-15730
US-2023-161032,11/18/2023,11/23/2023,Standard Class,MK-17905
US-2023-159926,11/18/2023,11/22/2023,Standard Class,CS-11950
US-2023-163468,11/18/2023,11/21/2023,First Class,JK-15730
US-2023-124702,11/18/2023,11/25/2023,Standard Class,MH-17785
US-2023-164210,11/18/2023,11/20/2023,Second Class,PW-19240
US-2023-163468,11/18/2023,11/21/2023,First Class,JK-15730
US-2023-124702,11/18/2023,11/25/2023,Standard Class,MH-17785
US-2023-115336,11/18/2023,11/25/2023,Standard Class,AB-10600
US-2023-133809,11/18/2023,11/23/2023,Second Class,MS-17530
US-2023-159926,11/18/2023,11/22/2023,Standard Class,CS-11950
US-2023-159926,11/18/2023,11/22/2023,Standard Class,CS-11950
US-2023-163468,11/18/2023,11/21/2023,First Class,JK-15730
US-2023-164210,11/18/2023,11/20/2023,Second Class,PW-19240
US-2023-104829,11/18/2023,11/21/2023,Second Class,JG-15805
US-2023-163468,11/18/2023,11/21/2023,First Class,JK-15730
US-2023-141173,11/18/2023,11/20/2023,Second Class,JC-16105
US-2023-159926,11/18/2023,11/22/2023,Standard Class,CS-11950
US-2023-159926,11/18/2023,11/22/2023,Standard Class,CS-11950
